species_lump,latitude,longitude,observation
Jania verrucosa,32.71913147,-117.25683,1
Jania verrucosa,32.71913147,-117.25683,1
Jania verrucosa,32.71913147,-117.25683,1
Jania verrucosa,32.71913147,-117.25683,1
Jania verrucosa,32.71913147,-117.25683,1
Jania verrucosa,32.71913147,-117.25683,1
Jania verrucosa,32.71913147,-117.25683,1
Jania verrucosa,32.71913147,-117.25683,1
Jania verrucosa,32.71913147,-117.25683,1
Jania verrucosa,32.71913147,-117.25683,1
Jania verrucosa,32.71913147,-117.25683,1
Jania verrucosa,32.71913147,-117.25683,1
Jania verrucosa,32.71913147,-117.25683,1
Jania verrucosa,32.71913147,-117.25683,1
Jania verrucosa,32.71913147,-117.25683,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.83285141,-117.28231,1
Jania verrucosa,32.8432312,-117.2812,1
Jania verrucosa,32.8432312,-117.2812,1
Jania verrucosa,32.8432312,-117.2812,1
Jania verrucosa,32.8432312,-117.2812,1
Jania verrucosa,32.8432312,-117.2812,1
Jania verrucosa,32.8432312,-117.2812,1
Jania verrucosa,32.8432312,-117.2812,1
Jania verrucosa,32.8432312,-117.2812,1
Jania verrucosa,32.8432312,-117.2812,1
Jania verrucosa,32.8432312,-117.2812,1
Jania verrucosa,32.8432312,-117.2812,1
Jania verrucosa,32.8432312,-117.2812,1
Jania verrucosa,32.8432312,-117.2812,1
Jania verrucosa,32.8432312,-117.2812,1
Jania verrucosa,32.8432312,-117.2812,1
Jania verrucosa,32.8432312,-117.2812,1
Jania verrucosa,32.8432312,-117.2812,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,32.8716507,-117.25328,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.4598999,-117.71475,1
Jania verrucosa,33.54259109,-117.78928,1
Jania verrucosa,33.54259109,-117.78928,1
Jania verrucosa,33.54259109,-117.78928,1
Jania verrucosa,33.54259109,-117.78928,1
Jania verrucosa,33.54259109,-117.78928,1
Jania verrucosa,33.54259109,-117.78928,1
Jania verrucosa,33.54259109,-117.78928,1
Jania verrucosa,33.54259109,-117.78928,1
Jania verrucosa,33.54259109,-117.78928,1
Jania verrucosa,33.54259109,-117.78928,1
Jania verrucosa,33.54259109,-117.78928,1
Jania verrucosa,33.54259109,-117.78928,1
Jania verrucosa,33.54259109,-117.78928,1
Jania verrucosa,33.54259109,-117.78928,1
Jania verrucosa,33.54259109,-117.78928,1
Jania verrucosa,33.54259109,-117.78928,1
Jania verrucosa,33.54259109,-117.78928,1
Jania verrucosa,33.54259109,-117.78928,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,33.57078171,-117.83773,1
Jania verrucosa,32.6658287,-117.24417,0
Jania verrucosa,33.70679092,-118.28599,0
Jania verrucosa,33.71538925,-118.31961,0
Jania verrucosa,33.71974182,-118.32857,0
Jania verrucosa,33.76805115,-118.42276,0
Jania verrucosa,34.01200867,-118.79225,0
Jania verrucosa,34.04322815,-118.937,0
Jania verrucosa,34.06069183,-118.98221,0
Jania verrucosa,34.06612015,-118.99779,0
Jania verrucosa,34.35548019,-119.44073,0
Jania verrucosa,34.38703156,-119.51407,0
Jania verrucosa,34.40692902,-119.87804,0
Jania verrucosa,34.44257355,-120.45351,0
Jania verrucosa,34.4433403,-120.45655,0
Jania verrucosa,34.44903564,-120.46446,0
Jania verrucosa,34.4671402,-120.27738,0
Jania verrucosa,34.46718979,-120.27854,0
Jania verrucosa,34.47343826,-120.1454,0
Jania verrucosa,34.4946022,-120.4956,0
Jania verrucosa,34.55387878,-120.61167,0
Jania verrucosa,34.73038101,-120.61546,0
Jania verrucosa,35.1684761,-120.69619,0
Jania verrucosa,35.1688118,-120.69668,0
Jania verrucosa,35.28966141,-120.88325,0
Jania verrucosa,35.44739151,-120.94982,0
Jania verrucosa,35.44949341,-120.9519,0
Jania verrucosa,35.52244186,-121.073,0
Jania verrucosa,35.60414124,-121.14232,0
Jania verrucosa,35.66492844,-121.28699,0
Jania verrucosa,35.72882843,-121.31866,0
Jania verrucosa,35.97964859,-121.49034,0
Jania verrucosa,36.28060913,-121.86317,0
Jania verrucosa,36.46903992,-121.93444,0
Jania verrucosa,36.51366043,-121.94688,0
Jania verrucosa,36.56087112,-121.94053,0
Jania verrucosa,36.60615921,-121.95939,0
Jania verrucosa,36.62120056,-121.9073,0
Jania verrucosa,36.63795853,-121.93758,0
Jania verrucosa,36.94841003,-122.06457,0
Jania verrucosa,36.9801712,-122.15503,0
Jania verrucosa,37.02207947,-122.21538,0
Jania verrucosa,37.04425049,-122.23493,0
Jania verrucosa,37.10778046,-122.29444,0
Jania verrucosa,37.18360901,-122.39529,0
Jania verrucosa,37.5216713,-122.51667,0
Jania verrucosa,37.90354156,-122.72721,0
Jania verrucosa,38.01242828,-122.84915,0
Jania verrucosa,38.31644058,-123.0721,0
Jania verrucosa,38.31819916,-123.07365,0
Jania verrucosa,38.56613922,-123.32919,0
Jania verrucosa,38.58584976,-123.34147,0
Jania verrucosa,38.61363983,-123.36753,0
Jania verrucosa,38.73049927,-123.48864,0
Jania verrucosa,38.74050903,-123.51086,0
Jania verrucosa,38.86138153,-123.65361,0
Jania verrucosa,38.88090897,-123.67475,0
Jania verrucosa,38.93787003,-123.7288,0
Jania verrucosa,38.95550156,-123.7413,0
Jania verrucosa,39.48259354,-123.80359,0
Jania verrucosa,39.60411835,-123.78887,0
Jania verrucosa,40.021698,-124.06825,0
Jania verrucosa,41.05715561,-124.14532,0
Jania verrucosa,41.59476089,-124.10643,0
Jania verrucosa,41.65248871,-124.12784,0
Jania verrucosa,41.68999863,-124.14257,0
Jania verrucosa,43.30894089,-124.40077,0
Jania verrucosa,44.24456024,-124.11443,0
Jania verrucosa,44.49993896,-124.08437,0
Jania verrucosa,44.75271606,-124.06606,0
Jania verrucosa,44.83863831,-124.05875,0
Jania verrucosa,45.02574539,-124.01265,0
Jania verrucosa,45.91809082,-123.98031,0
Jania verrucosa,47.30255127,-124.27531,0
Jania verrucosa,47.57688141,-122.54411,0
Jania verrucosa,47.65269852,-124.3905,0
Jania verrucosa,47.8660202,-124.57004,0
Jania verrucosa,47.94709015,-124.66229,0
Jania verrucosa,48.15049362,-123.63699,0
Jania verrucosa,48.24200058,-124.70779,0
Jania verrucosa,48.7120018,-122.51913,0
